Nazwa;KOSZT;KOSZ Z MARŻĄ;Pomiń marże;Opis;Main Flaga;Flaga;ItemCategory;ItemType;ItemGroupType;PLIK;Stackowanie;Instancja[OLD];visualInstance;Instancja [SAGA3];Waga;Tier;adminRank;hideNick;Liczba użyć;Stamina 1 Hit;HP 1 hit;Mana 1 Hit;Stamina;HP;MANA;Rodzaj Obrażeń;DMG;Zasięg;W: Siła;W: Zręczność;W: Inteligencja;healing_tick;efekt czaru;Instancja przemiany;HP przemiany;W: Krąg;W: Mana;runeType;Przedmiot do naprawy;Wytrzymałość;canRob;Podatek Silden %;Podatek Geldern %;expirationTime;foodType;enduranceCost;arrowSpeed;Obuchowa;Pociski;Sieczna;Magia;Ogień;Upadek;Profesja;Kategoria;model nazwa;Do katalogu?
Skórzany napierśnik;69,81;84,28;FAŁSZ;Elementy ochronne, chroniące przed urazami i otarciami.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;ITAR_KM_LEATHER_L;-;ITMI_GS_MAT_221;0,8;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kuśnierz;Inne;ITAR_KM_LEATHER_L.3ds;PRAWDA
Skórzane pasy;63,50;79,38;FAŁSZ; Wytrzymałe pasy wykonane ze skóry, używane do wiązania i mocowania.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;ITMI_BELT_08;-;ITMI_GS_MAT_222;1,4;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kuśnierz;Inne;ITMI_BELT_08.3ds;PRAWDA
Skórzane rękawice;522,00;678,60;FAŁSZ;Rękawice wykonane ze skóry.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;KM_VOB_ARMORER_GLOVES_01;-;ITMI_GS_MAT_223;1,8;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kuśnierz;Inne;KM_VOB_ARMORER_GLOVES_01.3ds;PRAWDA
Skórzane wzmocnienia;667,00;900,45;FAŁSZ; Dodatki ze skóry, zwiększające wytrzymałość i odporność na uszkodzenia.;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;SKORZANE_WZMOCNIENIE;-;ITMI_GS_MAT_224;2,5;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kuśnierz;Inne;SKORZANE_WZMOCNIENIE.3ds;PRAWDA
Leczenie lekkich ran (Runa);#N/D;#N/D;FAŁSZ;Subtelnie lśniąca energią, której dotyk przynosi ulgę, zamykając lekkie rany.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_LightHeal;-;ItRu_ChargedHealOther1;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;25;BRAK;BRAK;BRAK;BRAK;5;71;BRAK;BRAK;1;10;Leczenie;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_LightHeal.3ds;PRAWDA
Mała błyskawica (Runa);186,50;186,50;FAŁSZ;Z delikatnym blaskiem migoczącym w jej wnętrzu, która potrafi uwolnić błyskawicę.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Zap;-;ItRu_Zap;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;65;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Zap.3DS;PRAWDA
Ognista strzała (Runa);198,50;198,50;FAŁSZ;Żarząca się ciepłym blaskiem i gotowa przeszyć powietrze płomiennym świstem.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_FireBolt;-;ItRu_FireBolt;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_FireBolt.3DS;PRAWDA
Lodowa strzała (Runa);180,50;180,50;FAŁSZ;Zimna w dotyku i migocząca lodowym blaskiem i zdolna przeszyć powietrze mroźnym świstem.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Icebolt;-;ItRu_Icebolt;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Icebolt.3ds;PRAWDA
Światło (Runa);189,50;189,50;FAŁSZ;Delikatnie pulsująca ciepłym blaskiem, rozświetlając otoczenie jasnym światłem.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Light;-;ItRu_Light;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Light.3ds;PRAWDA
Kula ognia (Runa);288,50;288,50;FAŁSZ;Żarząca się wewnętrznym płomieniem gotowym eksplodować w płomiennym wybuchu.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_InstantFireBall;-;ItRu_InstantFireBall;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;20;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_InstantFireball.3DS;PRAWDA
Lodowa lanca (Runa);257,00;257,00;FAŁSZ;Chłodna w dotyku  zdolna przebić każdy cel lodowym ostrzem.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Icelance;-;ItRu_Icelance;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;20;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Water04.3DS;PRAWDA
Pięść wichru (Runa);255,00;255,00;FAŁSZ;Niewidzialna siła, która zgina drzewa i zmiata przeciwników z nóg, towarzyszy jej świst przyspieszonego powietrza.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_WindFist;-;ItRu_WindFist;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;65;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;20;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Windfist.3ds;PRAWDA
Wir (Runa);257,50;257,50;FAŁSZ;Zawirowanie magicznej energii, wciągające wszystko w swój oślepiający tan, jakby sama przestrzeń się zaginała.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;itru_whirlwind;-;itru_whirlwind;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;20;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Water02.3DS;PRAWDA
Sen (Runa);262,50;262,50;FAŁSZ;Aksamitny półmrok, który otula umysł, kładąc na powieki ciężar nie do uniesienia. Tylko szept marzeń pozostaje.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Sleep;-;ItRu_Sleep;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;10;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Sleep.3ds;PRAWDA
Kradzież energii (Runa);258,00;258,00;FAŁSZ;Mroczny błysk, który wysysa siłę życiową, pozostawiając ofiarę osłabioną, a ciebie napełniając palącą mocą.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;Itru_SuckEnergy;-;Itru_SuckEnergy;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;20;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Beliar01.3DS;PRAWDA
Wodna pięść (Runa);257,00;257,00;FAŁSZ;Skupiona w dłoni woda uderza z siłą oceanicznego przypływu, miażdżąc wszystko na swojej drodze ciśnieniem głębin.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Waterfist;-;ItRu_Waterfist;1;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;150;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;2;20;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Water03.3DS;PRAWDA
Gejzer (Runa);668,99;675,89;FAŁSZ;Ziemia drży, a spod stóp wystrzela wrzący strumień wody i pary, parząc wszystko wokół gorącym oddechem głębin.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;itru_Geyser;-;itru_Geyser;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;175;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;25;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Water01.3DS;PRAWDA
Duża kula ognia (Runa);743,50;743,50;FAŁSZ;Ogromna, wirująca kula płomieni, która huczy jak piekielny sztorm, gotowa pochłonąć całą przestrzeń w ognistej pożodze.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_ChargeFireball;-;ItRu_ChargeFireball;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;25;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_ChargeFireball.3DS;PRAWDA
Leczenie średnich ran (Runa);671,50;671,50;FAŁSZ;Promieniująca łagodnym, złotym blaskiem, której moc przynosi uzdrowienie i przywrócenie sił.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_MediumHeal;-;ItRu_ChargedHealOther2;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;5;72;BRAK;BRAK;3;10;Leczenie;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_MediumHeal.3ds;PRAWDA
Mała burza ognista (Runa);762,50;762,50;FAŁSZ;Chmura iskier i skwierczących płomieni, tańcząca w powietrzu, siejąc chaos drobnymi, lecz bolesnymi oparzeniami.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Firestorm;-;ItRu_Firestorm;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;175;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;25;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Firestorm.3ds;PRAWDA
Piorun kulisty (Runa);631,50;631,50;FAŁSZ;Błękitna, pulsująca kula energii, która wisi w powietrzu, by nagle eksplodować gromowym grzmotem, rażąc wszystko wokół.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;itru_thunderball;-;itru_thunderball;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;25;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_ThunderBall.3ds;PRAWDA
Korzeń (Runa);652,50;652,50;FAŁSZ;Spod ziemi wypełzają twarde jak stal pnącza, oplatając nogi ofiar i wciągając je w pułapkę żywiołu ziemi.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ITRu_GreenTentacle;-;ITRu_GreenTentacle;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;10;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Beliar03.3DS;PRAWDA
Strach (Runa);636,50;636,50;FAŁSZ;Mrok, który przybiera kształt najgorszych koszmarów ofiary, zmuszając serce do szalonego pędu, a nogi do ucieczki.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Fear;-;ItRu_Fear;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;10;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Fear.3DS;PRAWDA
Pocisk nieprzytomności (Runa);659,50;659,50;FAŁSZ;Niewidzialny cios w skroń, który rozmywa świadomość jak atrament w wodzie, pozostawiając tylko pustkę w umyśle.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Concussionbolt;-;ItRu_Concussionbolt;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;225;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;3;25;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_PalRepelEvil.3DS;PRAWDA
Błyskawica (Runa);965,96;986,66;FAŁSZ;Wściekły prąd rozdzierający niebo białym szwem, pozostawiający w powietrzu zapach spalonej ozonu i głuchy grzmot, który wstrząsa kośćmi.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_LightningFlash;-;ItRu_LightningFlash;1;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;210;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;4;40;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_LightningFlash.3DS;PRAWDA
Szał Beliara (Runa);867,50;867,50;FAŁSZ;Krwawo-czerwona magia wypływająca z czeluści piekła, która zamienia rozsądek w dziką furię, a oczy w żarzące się węgle.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ITRu_BeliarsRage;-;ITRu_BeliarsRage;1;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;225;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;4;40;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Beliar04.3DS;PRAWDA
Zniszczenie ożywieńca (Runa);948,47;962,27;FAŁSZ;Święty blask rozrywa nieczyste więzy magii, zmuszając nieumarłe ciała do rozpadu w chmurze dymu i skruszonych kości.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_HarmUndead;-;ItRu_HarmUndead;1;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;210;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;4;40;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_HarmUndead.3DS;PRAWDA
Święty pocisk (Runa);948,47;962,27;FAŁSZ;Biały płomień czystej wiary, który wypala nieczystości, pozostawiając na skórze wrażenie ciepłego dotyku bogów.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;itru_masterofdisaster;-;itru_masterofdisaster;1;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;210;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;4;40;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_MasterOfDesaster.3DS;PRAWDA
Bryła lodu (Runa);948,47;962,27;FAŁSZ;Ogromny głaz lodu o ostrzach jak sztylety, który zamarza w locie, by roztrzaskać się z dźwiękiem kruszącego się szkła.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_IceCube;-;ItRu_IceCube;1;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;210;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;4;40;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_IceCube.3ds;PRAWDA
Duża burza ognista (Runa);948,47;962,27;FAŁSZ;Chmura iskier i skwierczących płomieni, tańcząca w powietrzu, siejąc chaos drobnymi, lecz bolesnymi oparzeniami.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Pyrokinesis;-;ItRu_Pyrokinesis;1;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;175;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;4;40;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Pyrokinesis.3ds;PRAWDA
Leczenie ciężkich ran (Runa);1 893,14;1 933,76;FAŁSZ;Złocista aura wnika w rany, zasklepiając mięśnie i kości, podczas gdy pacjent czuje gorący przypływ życia.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;itru_fullheal;-;ItRu_ChargedHealOther3;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;5;73;BRAK;BRAK;5;15;Leczenie;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_FullHeal.3ds;PRAWDA
Grom (Runa);1 875,14;1 915,76;FAŁSZ;Przerażający huk, który poprzedza oślepiający rozbłysk - siła zdolna powalić nawet najtwardszych wojowników.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;itru_thunderstorm;-;itru_thunderstorm;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;300;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;5;100;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Water05.3DS;PRAWDA
Lodowa fala (Runa);2 029,14;2 069,76;FAŁSZ;Mroźny podmuch zamienia powietrze w lodowatą powódź, która krzepnie w postaci spiętrzonych kryształowych szczytów.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_IceWave;-;ItRu_IceWave;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;300;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;5;100;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_IceWave.3ds;PRAWDA
Tchnienie śmierci (Runa);1 875,14;1 915,76;FAŁSZ;Szept zimniejszy niż grób, który wyciąga życie ustami ofiary w postaci sinej mgiełki.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_BreathOfDeath;-;ItRu_BreathOfDeath;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;300;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;5;50;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_BreathOfDeath.3ds;PRAWDA
Pocisk śmierci (Runa);1 893,14;1 933,76;FAŁSZ;Czarna strzała z czystej nicości, która pozostawia po sobie tylko zimne, szare zwłoki pozbawione duszy.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_Deathbolt;-;ItRu_Deathbolt;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;330;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;5;50;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_PalRepelEvil.3DS;PRAWDA
Deszcz ognia (Runa);2 694,23;2 761,93;FAŁSZ;Niebo krwawi płomieniami, z których kapią gęste, żarzące się krople, wypalając dziury w ziemi i ciałach.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_FireRain;-;ItRu_FireRain;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;300;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;6;100;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Runa;ItRu_Firerain.3ds;PRAWDA
